Three Years Each In Penal Servitude. The,2,,
Three Months On The Second.,2,,
Three Years In Feltham Reformatory,2,,
Ten Tears' Penal Servitude Each,2,,
"Three Years On The Bigamy,",2,,
"Three Months, Imprisonment",2,,
"Three Years Penal Servitude, Each",2,,
"To Be Imprisoned Eighteen Months Each, With Hard Labour,",2,,
"Three Years, Penal Servitude.",2,,
"Three Months' Each, In Newgate.",2,,
Three Years' Detention In A Borstal Prison.,2,,
"Smith, 22 Months' Hard Labour",2,,
Three Years' Imprisonment,2,,
"Solomon, Eighteen Months' Hard Labour;",2,,
Three Years' In A Reformatory,2,,
"Three Months' Hard Labour For Assaulting The Constable, To Run Consecutively.",2,,
"Three Years' Penal Servitude For Feloniously Wounding, To Run Concurrently",2,,
"Three Months' Hard Labour For Each Offence, The Two Periods To Run Consecutively",2,,
"Three Years' Penal Servitude For The Bigamy,",2,,
"Three Months' Hard Labour For The Other Assaults, To Run Concurrently",2,,
Three Years' Penal Servitude On The First Count,2,,
"Three Months' Hard Labour On The Bigamy Charge, To Run Consecutively.",2,,
"Three Years' Penal Servitude, Having To Complete His Former Sentence.",2,,
Ten Year'S Each In Penal Servitude.,2,,
Three Years' Penal Servitude; To Run Concurrently.,2,,
Three Months' Hard Labour. He Then,2,,
Three Years* Hard Labour Each.,2,,
"Three Months' Hard Labour. It Was Stated That The Prisoner In What She Done Had Acted Under The Influence And Instructions Of Her Mother, Who Had Since Committed Suicide. The Lady Superior Of St. John'S Home, Fulham, Undertook To Receive The Prisoner At The Expiration Of Her Sentence.",2,,
To Be Confined During His Majesty'S Pleasure,2,,
Three Months' Imprisonment Each In The Second Division,2,,
To Be Detained Three Years In A Reformatory School,2,,
"Three Months' Imprisonment For The Charge Of Not Disclosing His Bankruptcy, To Run Concurrently.",2,,
To Be Detained Till His Majesty'S Pleasure Be Known,2,,
Ten Months' Art Labour.,2,,
Ten Years 'Penal Servitude Each.,2,,
Strongly Recommended To Mercy By The Jury.—Six Months' Imprisonment Each,2,,
Six Months Imprisonment Each,2,,
"Six Months', Hard Labour Each",2,,
Six Months' Hard Labour On The First Indictment And Three Months' On The Second.,2,,
Sent To A Reformatory School For Three Years Each.,2,,
Six Years Each Penal Servitude.,2,,
"Sentence (On The Indictment Tried), Seven Years' Penal Servitude",2,,
"Six Months' Hard Labour Each,",2,,
Sentenced Jones To 15 Months' Hard Labour.,2,,
Six Months' Imprisonment In Second Division,2,,
Sentenced To Be Imprisoned For Two Years,2,,
Six Weeks' Imprisonment In The Second Division,2,,
"Penal Servitude For Life,",2,,
Six Years' Penal Servitude Each;,2,,
Sentenced To Two Months' In The Second Division For Bigamy,2,,
"Six Months, Second Division;",2,,
Penal Servitude For Five Years,2,,
Six Months' Hard Labour For Breaking And Entering; To Run Concurrently.,2,,
Seven Days' Hard Labour,2,,
"Six Months' Hard Labour, To Run Concurrently",2,,
Seven Days' Hard Labour.,2,,
"Six Months' Imprisonment, Second Division;",2,,
Penal Servitude For Three Years,2,,
Six Previous Convictions Were Proved Against Him.—Twelve Months' Hard Labour.,2,,
"Seven Days' Imprisonment, Entitling Him To Immediate Discharge.",2,,
"Six Weeks' Imprisonment, Second Division",2,,
Seven Fears' Penal Servitude.,2,,
"Six Years Penal Servitude,",2,,
Penal Servitude.,2,,
Six Months Each In The Second Division.,2,,
Seven Months' Hard Labour Each.,2,,
Six Months In The Second Division.—,2,,
Seven Months' Imprisonment.,2,,
Six Months! Hard Labour.,2,,
Seven Other Convictions Were 'Proved Against Him—Four Years' Penal Servitude.,2,,
"Six Months' Hard Labour Each, On Each Count, To Run Concurrently",2,,
Seven Other Convictions Were Proved Against Him.—Five Years' Penal Servitude,2,,
Six Months' Hard Labour For The Stealing,2,,
Seven Tears' Penal Servitude,2,,
"Six Months' Hard Labour Upon Each Offence, To Run Concurrently.",2,,
Seven Tears' Penal Servitude Each,2,,
"Six Months' Imprisonment Each, In Addition To The Former Sentences",2,,
Seven Yean Penal Servitude.,2,,
"Six Months' Imprisonment, Second Division, In Respect Of Each Offence, To Run Concurrently.",2,,
Seven Year Penal Servitude.,2,,
Six Months' Imprisonment;,2,,
Seven Year' Penal Servitude.,2,,
Recommended To Mercy—Twelve Months' Imprisonment.,2,,
"Potter 12 Months And Townsend Six Months, Each With Hard Labour.",2,,
Six Weeks In The Second Division.,2,,
Seven Years Each Penal Servitude,2,,
Recommended To The Penitentiary For One Year.,2,,
Seven Years Each** In Penal Servitude,2,,
Six Year'S Penal Servitude Each.,2,,
Seven Years Penal Servitude Each,2,,
Remanded In Custody Till Next Sessions,2,,
"Seven Years Penal Servitude, And",2,,
Six Years' Each In Penal Servitude.,2,,
"Seven Years, 'Penal Servitude",2,,
"Six Years' Penal Servitude On The Second Indictment, The Latter Sentence To Commence At The Expiration Of The First.",2,,
"Seven Years, Penal Servitude Each",2,,
Six Months Each With Hard Labour.,2,,
Seven Years' Each Penal Servitude.,2,,
"Six Months Imprisonment, Second Division.",2,,
"Seven Years' Each, In Penal Servitude.",2,,
Six Yers' Penal Servitude.,2,,
"Seven Years' On The Other Indictment, To Run Concurrently.",2,,
Six Months;,2,,
Seven Years' Paul Servitude.,2,,
Six Months' Each.,2,,
Seven Years' Penal Ser Situde.,2,,
"Six Months' Hard Labour Each, Concurrent, Upon Each Count Of The Indictment",2,,
Seven Years' Penal Servitude And,2,,
"Six Months' Hard Labour For Assault, To Run Concurrently",2,,
"Seven Years' Penal Servitude And Five Years' Penal Servitude, Concurrent",2,,
Six Months' Hard Labour For The Burglary,2,,
Seven Years' Penal Servitude As An Habitual Criminal.,2,,
"Six Months' Hard Labour On Each Count, To Run Concurrently.",2,,
Seven Years' Penal Servitude For Burglary And Receiving In The Wertheimer Case,2,,
"Six Months' Hard Labour On The Second Count, To Run Concurrently.",2,,
"Penal Servitude For Five Years,",2,,
"Six Months' Hard Labour, The Sentences To Date From Yesterday",2,,
"Seven Years' Penal Servitude On Each Indictment, To Run Concurrently.",2,,
Six Months' Impisonment Without Hard Labour.,2,,
Seven Years' Penal Servitude On The Former Indictment,2,,
Six Months' Imprisonment For The Perjury,2,,
Seven Years' Penal Servitude On The Indictment For Burglary;,2,,
"Six Months' Imprisonment On Each Indictment, The Sentences To Run Concurrently",2,,
Penal Servitude For Five Years.,2,,
"Six Months' Imprisonment, Second Division, On Each Indictment, To Run Concurrently.",2,,
"Seven Years' Penal Servitude, In Addition To The Unexpired Sentence",2,,
"Six Months' Imprisonment, Without Hard Labour",2,,
"Seven Years' Penal Servitude, On Each Indictment; To Run Concurrently.",2,,
Six Months' In The Second Division,2,,
Prisoner Was Ordered To Be Detained Pending His Majesty'S Pleasure.,2,,
Six Months'.,2,,
Seven Years' Penal Servitude:,2,,
Six Moths'Hard Labour Each,2,,
Seven Years' Penal Servtiude.,2,,
Six Weeks,2,,
Seven Years* Penal Servitude Each,2,,
Six Weeks' Imprisonment,2,,
Seventeen Months' Imprisonment,2,,
"Six Weeks' Imprisonment On Each Indictment, To Run Concurrently.",2,,
Several Previous Convictions Were Proved Against Him. Six Months' Hard Labour.,2,,
Six Weeks' Imprisonment Without Hard Labour.,2,,
"Simpson, 15 Months' Hard Labour On Each Indictment, To Run Concurrently",2,,
Recommended To The Penitentiary For Two Years.,2,,
Six And A Half Months' Hard Labour.,2,,
Six Years Each Inpenal Servitude.,2,,
Six Days' Hard Labour Each,2,,
Six Years Of Penal Servitude.,2,,
Six Month' Hard Labour Each.,2,,
Six Years Penal Servitude Each,2,,
"Probyn And John Haywood, Three Months' In The Second Division",2,,
"Six Years, Penal Servitude.",2,,
Six Month'S Hard Labour Each.,2,,
"Six Years' Each, In Penal Servitude.",2,,
"Six Month'S Imprisonment Each, Without Hard Labour",2,,
"Six Years' Penal Servitude In Respect Of Each Offence, To Run Concurrently.",2,,
"Rawlings And Harper, Each Three Months' Imprisonment, Second Division.",2,,
Six Months Each In The Second Division,2,,
"Six Months, All With Hard Labour",2,,
Months' Imprisonment.,2,,
"Lloyd, Six Months' Hard Labour.",2,,
Nine Months' In The Second Division.,2,,
One Day'S Imprisonment On The Second.,2,,
One Tear And Ten Months' Hard Labour,2,,
Nine Calendar Months' Hard Labour,2,,
"Nine Months' Hard Labour Each, Lawson'S Sentence To Run Concurrently With Seven Years' Penal Servitude, Which He Was Now Undergoing",2,,
Nine Calendar Months' Hard Labour.,2,,
Of An Indecent Assault.—Six Months' Hard Labour Each,2,,
"Nine Months' Hard Labour On The Bigamy Indictment,",2,,
One Months' Hard Labour.,2,,
"It Was Wicked To Let A Child Die If By Taking Me Ordinary Precautions Which God Had Given The Power To Take—Namely, To Call In A Doctor, Its Life Could Be Prolonged. Each Prisoner Must Go To Prison For Three Months, With Hard Labour. It Was Not Usual To Send A Woman To Prison Where There Was Reason To Suppose That She Had Acted Under The Influence Of Her Husband, But In This Case The Woman Seemed To Be Every Bit As Bad As Her Husband, If Not Worse",2,,
One Week'S Hard Labour In Respect Of The Burglary;,2,,
Nine Months Hard Labour Each.,2,,
"On The Indictment To Which Prisoner Pleaded Guilty, Five Years' Penal Servitude; To Run Concurrently",2,,
Nine Months' Hard Labour; Recommended For Expulsion Under The Aliens' Act.,2,,
Nine Months Each In The Second Division.,2,,
One Month Each In The Second Division.,2,,
Nine Months'Imprisonment.,2,,
Nine Months Hard Labour;,2,,
Ordered To Be Detained Until Her Majesty'S Pleasure Be Known.,2,,
Nine Days' Imprisonment Entitling Prisoner To Be Immediately Discharged.,2,,
"On Count 4, One Month'S Hard Labour, To Run Concurrently.",2,,
"James Pole (City Policeman) Stated That Both Prisoners Had Been Summarily Convicted Of Felony Seven Years Ago, And That Oxley Was Sentenced To Three Months Imprisonment In 1848 For Violently Assaulting The Police",2,,
"On Each Of The Six Counts, Five Years, Penal Servitude—All Sentences To Run Concurrently.",2,,
Nine Month Hard Labour On The Bigamy,2,,
Nine Months',2,,
Nine Months' Imprisonment Each In The Second Division,2,,
"One Week'S Imprisonment,",2,,
"One Month In Second Division, To Run Concurrently.",2,,
One Year And Eight Months' Hard Labour.,2,,
Jordan Was Sentenced To Eight Months' Imprisonment,2,,
One Year'S Hard Labour,2,,
"Nine Months Imprisonment, Second Division, On Each Indictment, To Run Concurrently;",2,,
One Years' Imprisonment.,2,,
Nine Month' Hard Labour Each,2,,
"Nine Months' Hard Labour For Receiving, To Run Concurrently;",2,,
"One Month On The Second, To Run Concurrently.",2,,
Nine Months' Without Hard Labour.,2,,
One Month Without Hard Labour,2,,
"Norgate, Twelve Months' Hard Labour.",2,,
Nine Months' Imprisonment Without Hard Labour,2,,
Ordered To Be Detained Until Her Majesty'S Pleasure Be Known,2,,
"One Month, With Hard Labour",2,,
"One Month'S Imprisonment, Without Hard Labour",2,,
"One Month, Without Hard Labour.",2,,
One Months Hard Labour.,2,,
"Nine Months' Imprisonment,",2,,
He Was Sentenced To One Day'S Imprisonment.,2,,
One Month' Imprisonment.,2,,
On Each Of The Other Indictments Three Years' Penal Servitude; To Run Concurrently.,2,,
He Received A Good Character.—Twelve Months' Hard Labour.,2,,
"On Each Of The Two Indictments For Coining 10 Years' Penal Servitude, To Run Concurrently",2,,
Nine Month' Imprisonment Each,2,,
"He Received An Excellent Character—Six Months' Imprisonment, Without Hard Labour",2,,
"Nine Months' Imprisonment, Second Division;",2,,
"One Week'S Hard Labour In Respect Of Bigamy, To Run Concurrently.",2,,
"One Month'S Hard Labour For The Assault, To Run Concurrently",2,,
Martin Three Years' Penal Servitude.,2,,
"One Month'S Hard Labour, To Run Concurrently With The Other Term.",2,,
"One Week'S Imprisonment, Second Division, To Run Concurrently.",2,,
"Kemble, Six Years' Penal Servitude.",2,,
One Weeks' Imprisonment Each,2,,
"Nine Months On The Larceny, To Run Concurrently.",2,,
One Year And Ten Months Hard Labour Each,2,,
"Nine Months, Each With Hard Labour, Upon Each Count, To Run Concurrently.",2,,
Nine Months' Hard Labour Each On The Burglary; And,2,,
One Month'S Imprisonment (Prisoner Having To Serve 219 Days Of An Unexpired Term).,2,,
On The Second Indictment Three Months' Without Hard Labour; To Run Concurrently.,2,,
Nine Months' Imprisonment. And,2,,
"In September, 1893—Five Years' Penal Servitude Each",2,,
One Month'S Imprisonment Each In The Second Division,2,,
Ordered To Be Detained During H.M. Pleasure.,2,,
One Month'S Imprisonment Each Without Hard Labour,2,,
"Nine Months Each, To Commence From The Expiration Of The Previous Sentence.",2,,
Nine Months' In The Second Division,2,,
Nine Months' Hard Labour For The Robbery With Violence,2,,
"One Month'S Imprisonment In Respect Of Attempted Suicide, To Run Concurrently.",2,,
Other Convictions In Various Names Were Also Proved Against Him.—Four Years' Penal Servitude.,2,,
Of Receiving.—Six Months' Imprisonment.,2,,
Of Stealing.—Three Years' Penal Servitude Each,2,,
Nine Years' Penal Servitude.,2,,
"For Unlawful Wounding, Eighteen Months' Hard Labour",2,,
Five Years' Penal Sevitude.,2,,
Four Years' Penal Servitude; To Run Concurrently.,2,,
Four Days' Imprisonment Each.,2,,
"Five Years' Penal Servitude On Each Indictment, To Run Concurrently.",2,,
"Four Days' Imprisonment In Respect Of Each Offence, To Run Concurrently.",2,,
Five Years' Penal Servitude—Having Still To Work Out Eleven Months Of Hit Former Sentence,2,,
Five Years Penal Servitude On The Bigamy,2,,
Five Years' Penal Servitude. There Was Another Indictment Against The Prisoner For Forgery,2,,
Four Month' Hard Labour Each,2,,
"Green, Two Years' Hard Labour",2,,
Five Fears' Penal Servitude.,2,,
Four Years Of Penal Servitude,2,,
Five Years Preventive Detention.,2,,
"For Uttering, 12 Months' Hard Labour",2,,
Four Month'S Imprisonment,2,,
"For Wounding Bogard, Three Years' Penal Servitude.",2,,
"Five Mouths' Imprisonment, Second Division.",2,,
Four. Months' Hard Labour.,2,,
"Five Years, Penal Servitude Each",2,,
Five Years' Penal Servituds Each.,2,,
Four Months Each Without Hard Labour.,2,,
Fourteen Years' Penal Servitude On The First Indictment,2,,
Five Months Hard Labour In Respect Of Each Offence To Run Concurrently.,2,,
Five Years In A Reformatory.,2,,
"Five Years' Each In Penal Servitude,",2,,
Five Years' Penal Servitude On Each Indictment; Sentences To Run Concurrently,2,,
Followed By Five Years' Preventive Detention.,2,,
Five Years' Penal Servitude On The Felony Indictment,2,,
"For Assault, 12 Months' Hard Labour, Consecutive",2,,
Four Years' Each Penal Servitude.,2,,
Five Days' Imprisonment Each,2,,
Four Years' Penal,2,,
"Four Months, Without Hard Labour.",2,,
"Four Years' Penal Servitude For Forgery,",2,,
Four Months' Bard Labour.,2,,
"Four Years' Penal Servitude, Having Also To Complete The Term Of Her Former Sentence.",2,,
Four Months' Hard Laboar.,2,,
He Received A Good Character.—Six Months' Imprisonment.,2,,
Five Years' In A Reformatory,2,,
Fourteen Days Hard Labour.,2,,
"For Attempted Murder, Ten Years' Penal Servitude",2,,
Five Years' Penal Servitudes,2,,
"For Bigamy Three Months' Imprisonment, Second Division, To Run Concurrently",2,,
Fourteen Months' Hard Labour Each.,2,,
Four Months' Hard Labour Each;,2,,
"Five Years' Penal, Servitude Each.",2,,
Five Years' Penal Servi-Tude Each,2,,
"Five Months' Hard Labour,",2,,
Four Months' Hard Labour Eack,2,,
"Five Months' Hard Labour, Prisoner Having Been In Custody A Month.",2,,
Four Months' Hard Labour For The Coinage Offence,2,,
Four Year' Penal Serivtude,2,,
"Five Years' Penal Servi-Tude,",2,,
Four Years Each In Penal Servitude,2,,
"Four Months' Hard Labour On Each Indictment, To Run Concurrently",2,,
Four Years In A Reformatory.,2,,
"Four Months' Hard Labour On Each Indictment, To Run Consecutively",2,,
Five Years' Penal Servitude On Each Of The Other Indictments; To Run Concurrently;,2,,
Five Years' Penal Servitud.,2,,
"Five Months' Imprisonment, Second Division",2,,
Five Tears' Penal Servitude Each,2,,
Four Years',2,,
"For Demanding With Menaces, Seven Years' Penal Servitude; To Run Concurrently",2,,
"Four Years' Each, In Penal Servitude.",2,,
Four Months' Hard' Labour.—,2,,
Four Years' Is A Reformatory Each.,2,,
Four Months' Impisonment On This Indictment.,2,,
Five Years' Penal Servitude On The Indictment Tried On Tuesday.,2,,
Five Year Each In Penal Servitude,2,,
Five Months' Hard Labour Each,2,,
Fiv Years' Penal Servitude Each.,2,,
Four Years' Penal Servitude In Respect Of Offence Of Housebreaking,2,,
Four Months' Imprisonment Each.,2,,
Four Years' Penal Servitude On The Fraud,2,,
"Five Years' Penal Servitude Each, The",2,,
Five Months' Hard Labour For Assault; Sentences To Be Cumulative,2,,
"For Larceny, 15 Months' Imprisonment, Second Division",2,,
"Five Year'S Penal Servitude, To Run Concurrently With A Sentence Already Passed Of Five Years' Penal Servitude At The Middlesex Sessions",2,,
"For The Crime Of Forgery, Etc., To Which Harcourt Pleaded Guilty, Penal Servitude For Five Years, The Sentence Of Three Years To Run Concurrently With It.",2,,
Four Years'Penal Servitude.,2,,
Four Months' Imprisonment Without Hard Labour.,2,,
Fourteen Days And Five Years In A Reformatory.,2,,
He Received A Good Character.—Eighteen Months' Hard Labour.,2,,
Five Months' Hard Labour For Stealing,2,,
"For The Larceny, Six Months' Hard Labour; To Run Concurrently",2,,
"Fourteen Days' Imprisonment,",2,,
Five Year' Penal Servitude Each,2,,
Five Days' Each.,2,,
Five Years' Penal Servitude For Burglary,2,,
Four Days' Imprisonment Each,2,,
Four Months' In The Second Division,2,,
Five Years' Penal Servitute,2,,
Five Years' Penal Servitude For Housebreaking,2,,
Fourteen Years' Each In Penal Servitude.,2,,
Four Previous Convictions Were Proved Against Him.—Seven Years' Penal Servitude.,2,,
Fourteen Years' Penal Servitude Each,2,,
Four Tears Penal Servitude,2,,
"Fourteen Years' Penal Servitude,",2,,
Five Months' Imprisonment In The Second Division,2,,
Gleaves And Evans To Eighteen Months' Hard Labour Each,2,,
Five Years' Penal Servitude In Respect Of Other Offence; To Run Concurrently.,2,,
Having Been Previously Conricted Of Felony—Ten Years' Penal Servitude.,2,,
Four Weeks' Hard Labour Each,2,,
"He Received A Good Character, And Was Recommended To Mercy By The Prosecutors.—Twelve Months' Imprisonment.",2,,
Four Weeks' Imprisonment.,2,,
"Five Years' Penal Servitude On Each Indictment, To Run Concurrently",2,,
Five Years Each In Percel Servitude.,2,,
"Four Months' Imprisonment, Second Division, In Consideration Of His Advanced Age.",2,,
He Received A Good Character.—Three Months' Hard Labour On The First Indictment,2,,
"Eighteen Months' Hard Labour On Each Charge, To Run Concurrently.",2,,
Fifteen Months' Imprisonment And,2,,
Confirmed Four Months,2,,
Each 12 Months' Hard Labour.,2,,
Eighteen Months Imprisonment;,2,,
Each Fifteen Months' Hard Labour,2,,
Eighteen Months' Hard Labour; And,2,,
Each Five Years' Penal Servitude On 4Th Count,2,,
Evansky To Six Months' Imprisonment,2,,
"Each Nine Months' Hard Labour,",2,,
"Dwyer And Richardson (Each) One Month Imprisonment, Second Division.",2,,
"Each Prisoner, 12 Months' Hard Labour.",2,,
"Confined, Three Months",2,,
"Each Prisoner, 15 Months' Hard Labour; Recommended For Expulsion Under The Aliens Act.",2,,
"Confined Two Months, And Four Years In A Reformatory.",2,,
"Each Prisoner, 20 Months' Hard Labour.",2,,
"Eighteen Months' Imprisonment, Each",2,,
"Each Prisoner, Four Years' Penal Servitude",2,,
Eighteen Mouths' Hard Labour.,2,,
"Each Prisoner, Nine Months' Hard Labour.",2,,
Fifteen Months Imprisonment.,2,,
"Each Prisoner, Seven Years' Penal Servitude.",2,,
Fifteen Year'S Penal Servitude.,2,,
"Each Prisoner, Three Years' Penal Servitude.",2,,
"Eighteen Months Hard Labour,",2,,
Each Sentenced To Nine Months' Hard Labour.,2,,
Eighteen Months Under The Borstal System.,2,,
Confined Two Months;,2,,
Eighteen Months' Hard Labour Each; Pearson Having To Work Out The Remainder Of His Former Sentence,2,,
Each Six Months' Hard Labour,2,,
Confined. Fourteen Days,2,,
Confined Two Months; Fourteen Days Solitary,2,,
Confined' Three Months,2,,
"Each Six Months' Imprisonment, Second Division.",2,,
Eighteen Months' Imprisonment Eash,2,,
Each Three Months' Hard Labour.,2,,
"Eighteen Months' Imprisonment, Without Hard Labour",2,,
"Each Three Years Penal Servitude For The Burglary And Five Years Penal Servitude For The Assault, To Run Concurrently",2,,
Confirmed Six Months.,2,,
Each Twelve Months' Hard Labour.,2,,
Confirmed Two Years.,2,,
Eight Days' Imprisonment,2,,
Fifteen Months Imprisonment,2,,
Eight Days' Imprisonment Each,2,,
Fifteen Months' Bard Labour.,2,,
Eight Days' Imprisonment Each.,2,,
Fifteen Months'Hard Labour.,2,,
"Eight Days' Imprisonment, And",2,,
Fifteen Years Penal Servitude,2,,
Confined Two Months; The Last Week Solitary,2,,
Each 10 Months' Hard Labour.,2,,
Confined Two Months And Three Years In A Reformatory Each.,2,,
Eighteen Months Imprisonment Each,2,,
Eight Months Each;,2,,
Eighteen Months In The Second Division.,2,,
Eight Months Imprisonment,2,,
"Eighteen Months, Hard Labour.",2,,
Eight Months In The Second Division.,2,,
Eighteen Months' Hard Labour Each;,2,,
"Confined Two Months Each,",2,,
Eighteen Months' Hard Labour For The Conspiracy,2,,
Eight Months' Hard Labour Each;,2,,
"Eighteen Months' Hard Labour On Each Count, To Run Concurrently",2,,
Confined Two Months More,2,,
Confined. Six Months,2,,
"Eight Months' Hard Labour On Each Indictment, To Run Concurrently.",2,,
Eighteen Months' Hard Labour On The Second Indictment.,2,,
Confined Two Yean Each,2,,
"Eighteen Months' Hard Labour, And",2,,
Eight Months' Imprisonment Each.,2,,
Confintd Nine Months.,2,,
Eight Months' Imprisonment Without Hard Labour,2,,
Confired Six Months.,2,,
"Eight Months' Imprisonment, And",2,,
"Eighteen Months' Imprisonment, Second Division.",2,,
Eight Year' Penal Servitude.,2,,
Eighteen Months' Imprisonment;,2,,
Eight Years Each In Penal Servitude.,2,,
Eighteen Months' Imprisonment. And,2,,
Confined Two Months Without Hard Labour,2,,
Eighteen Months` Imprisonment Each,2,,
"Confined Two Years Each; The Fourth, Eighth, And Twelfth Month In Each Year To Be In Solitary Confinement.",2,,
Eighteen Years' Penal Servitude.,2,,
Eight Years' Each In Penal Servitude.,2,,
Conflned Three Months.,2,,
Eight Years' Penal Servitude And,2,,
Conifned Two Months.,2,,
"Eight Years' Penal Servitude On The Forgery Indictment, And Nine Months On The Bigamy, To Run Concurrently.",2,,
Fifteen Months Imprisonment Each,2,,
Eighteen Hard Labour.,2,,
Fifteen Months.,2,,
Eighteen Month Each.,2,,
Fifteen Months' Hard Labor,2,,
Eighteen Month Hard Labour.,2,,
"Fifteen Months' Imprisonment, Second Division, Upon Each Indictment, To Run Concurrently.",2,,
"Confined Two Years,",2,,
Fifteen Monty Hard Labour.,2,,
Eighteen Month Imprisonnent,2,,
"Fifteen Years Each, In Penal Servitude",2,,
Confined Two Days On The Two First Counts,2,,
Fifteen Years' Penal Servitude Each.,2,,
Confined Two Years; Three Months Solitary,2,,
Fifteen Years' Ptnal Servitude Each,2,,
Eighteen Month'S Imprisonment Each,2,,
"Eighteen Months For The Forgery, To Run Concurrently.",2,,
Eighteen Months' Hard Labour On The First Count,2,,
Confined One Day.,2,,
Confined Fourteen Days In Newgate,2,,
Confined Nine Morths,2,,
Confined Fourteen Days Solitary,2,,
Confined Three Years In Feltham Reformatory.,2,,
Confined Four Months',2,,
Confined Six Months In The Penitentiary,2,,
Confined Forteen Days,2,,
Confined Nine Mothers,2,,
"Confined Six Months, One Week In Each Month Solitary",2,,
Confined Qne Month,2,,
Confined Six Weeks.,2,,
Confined Fourteen,2,,
Confined Six Years,2,,
Confined Six Months' Each.,2,,
Confined Six. Months.,2,,
Confined For Fourteen Days. The Last Seven To Be Solitary.,2,,
"Confined Six Months, The First And Last Week Solitary",2,,
Confined For Two Months,2,,
Confined For Five Days.—Solitary.,2,,
Confined Nine Mouths,2,,
"Confined Nine Months, One Month Solitary",2,,
Confined Three Months.—Two Weeks Solitary.,2,,
"Confined Six Months, Two Weeks Solitary",2,,
Confined Three Weeks; One Week Solitary,2,,
"Confined Ten Days, Solitary",2,,
Confined Tweleve Months,2,,
"Confined One Month, The First And Last Week Solitary",2,,
Confined Twelve Month Each,2,,
Confined One Month—One Week Solitary,2,,
Confined One Fear,2,,
Confined Ten Years,2,,
Confined Twelve Months—Penitentiary,2,,
Confined One Year In The Peniten Tiary.,2,,
Confined Twelve Months; One Week In Each Month Solitary,2,,
Confined Nine,2,,
Confined Nine Montlis,2,,
"Confined One Year In The Penitentiary,",2,,
Confined One Month Without Hard Labour,2,,
Confined Three Days' Each,2,,
Confined Six Months On The First Indictment;,2,,
Confined Four. Months Each,2,,
Confined Six Months On The First Indictment; Four Months On The Second; And Four Months On The Third: Each Term To Commence At The Expiration Of The Preceding,2,,
"Confined Three Month,",2,,
Confined Three Months; Three Weeks Solitary.,2,,
Confined Twelve Mouths,2,,
Confined One Years; The Last West Solitary,2,,
"Confined Twelve, Months",2,,
Confined Three Months',2,,
Confined For Three Days,2,,
Confined Six Months.—One Week In Each Month Solitary.,2,,
"Confined Three Months Each, To Commence At The Expiration Of Former Sentence",2,,
Confined One,2,,
Confined One Year; Four Weeks Solitary,2,,
Confined To Six Months,2,,
"Confined Six Months On Each Indictment, The Second Term To Commence At The Expiration Of The First",2,,
Confined Six Months' Each,2,,
Confined One Year; Last Six Weeks Solitary,2,,
Confined Sine Months Each,2,,
"Confined Nine Days, And Delivered To Their Friends, Who Engaged To Employ Them.",2,,
Confined Twelve Month Each.,2,,
Confined Three Months—One Week Solitary,2,,
Confined Sis Months,2,,
Confined Three Months—The Last Week Solitary,2,,
Confined Twelve Months More,2,,
Confined One Year; Last Week Solitary,2,,
Confined Twelve Months—One Week In Every Six Solitary,2,,
Confined Nine Months' Each;,2,,
Confined For Six Months.,2,,
Confined For Twelve Months,2,,
Confined Six Moaths,2,,
"Confined Three Months, Seven Days Solitary",2,,
Confined Fourteen Day'S Each,2,,
Confined One Year; Six Weeks Solitary,2,,
Confined Six Monthts,2,,
"Confined Three Months, The Three Last Weeks Solitary",2,,
Confined Twelw Months,2,,
Confined Three Months And Twice Whipped,2,,
Confined One Month More,2,,
"Confined One Year, Without Hard Labour",2,,
Confined Six Months And,2,,
Confind Four Months,2,,
"(Both), 12 Months' Hard Labour",2,,
14 Days' Hard Labour.,2,,
"(Each), 12 Months' Hard Labour.",2,,
Both Twelve Days' Without Hard Labour,2,,
—Seven Years' Penal Servitude,2,,
"Confined Eight Days, Solitary",2,,
18 Months;,2,,
"(Who Was Undergoing A Sentence Of Eighteen Months' For A Like Offence), Two Years' Without Hard Labour, To Run Concurrently With The Eighteen Months'.",2,,
—Seven Years' Penal Servitude.,2,,
—Four Years Of Penal Servitude,2,,
—Six Months' Hard Labour.,2,,
"Clements, 20 Months' Hard Labour",2,,
"18 Months' Hard Labour On Each Indictment, To Run Concurrently.",2,,
12 Months' Imprisonment In Second Division.,2,,
"18 Months' Hard Labour, The Recorder Taking All Charges Into Consideration",2,,
12 Months' Imprisonment;,2,,
"11 Months' Imprisonment, Second Division.",2,,
"—Nine Months' Hard Labour Each, Second Class",2,,
12 Calendar Months' Hard Labour,2,,
"Confined Eighteen, Months",2,,
18 Months' Hard Labour. Certified For Expulsion Under Aliens Act.,2,,
"(Each Prisoner), Three Days' Imprisonment.",2,,
12 Months,2,,
Both Confined Two Months,2,,
.—Three Years' Penal Servitude Each.,2,,
"Burgess And Harris, Each, 18 Months' Hard Labour.",2,,
1873.—Nine Months' Hard Labour,2,,
Confiend Twelve Months,2,,
19 Months' Hard Labour.,2,,
"(For The Larceny), Three Years' Penal Servitude",2,,
.—Twelve Month' Hard Labour Each,2,,
"12 Months' Imprisonment In The Second Division (Or, The Recorder Intimated, The Authorities Might Decide To Deal With Prisoner Under The Borstal System).",2,,
"(Each), Five Months' Hard Labour.",2,,
